person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_status,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length,age_group,income_bracket,loan_to_income_pct,dti_risk_band,loan_status_label,has_prior_default,credit_hist_ratio,predicted_default_probability,predicted_risk_tier
25,33000,MORTGAGE,6.0,VENTURE,A,8000,6.62,0,0.24,N,3,18-25,25-50K,24.24,Moderate,Non-Default,0,0.38,0.0818,Very Low
24,70000,MORTGAGE,2.0,HOMEIMPROVEMENT,A,17000,7.51,0,0.24,N,4,18-25,50-75K,24.29,Moderate,Non-Default,0,0.57,0.1035,Very Low
24,12000,OWN,4.0,PERSONAL,B,2500,12.69,1,0.21,N,4,18-25,<25K,20.83,Moderate,Default,0,0.57,0.9466,Very High
24,72000,OWN,4.0,EDUCATION,B,16000,12.42,0,0.22,N,2,18-25,50-75K,22.22,Moderate,Non-Default,0,0.29,0.1585,Very Low
24,28590,RENT,7.0,DEBTCONSOLIDATION,D,8000,15.65,1,0.28,Y,2,18-25,25-50K,27.98,Moderate,Default,1,0.29,0.9259,Very High
24,70550,RENT,8.0,MEDICAL,D,9000,15.05,1,0.11,Y,2,18-25,50-75K,12.76,Low,Default,1,0.29,0.7455,High
26,51000,MORTGAGE,10.0,DEBTCONSOLIDATION,D,13000,15.33,1,0.25,Y,2,26-35,50-75K,25.49,Moderate,Default,1,0.22,0.9092,Very High
26,33800,RENT,4.0,PERSONAL,C,13000,13.57,1,0.38,Y,2,26-35,25-50K,38.46,High,Default,1,0.22,0.9933,Very High
22,74000,RENT,4.0,VENTURE,A,5050,5.42,0,0.07,N,4,18-25,50-75K,6.82,Very Low,Non-Default,0,0.8,0.0297,Very Low
25,61000,RENT,9.0,MEDICAL,A,6000,7.49,0,0.1,N,3,18-25,50-75K,9.84,Very Low,Non-Default,0,0.38,0.1281,Very Low
24,91000,MORTGAGE,0.0,PERSONAL,A,1000,7.68,0,0.01,N,4,18-25,75-100K,1.1,Very Low,Non-Default,0,0.57,0.1044,Very Low
21,65004,MORTGAGE,5.0,EDUCATION,B,5000,9.99,0,0.08,N,4,18-25,50-75K,7.69,Very Low,Non-Default,0,1.0,0.2241,Low
24,83100,RENT,5.0,PERSONAL,E,5000,16.35,0,0.06,Y,3,18-25,75-100K,6.02,Very Low,Non-Default,1,0.43,0.514,Moderate
22,40000,RENT,2.0,DEBTCONSOLIDATION,A,4000,7.49,0,0.1,N,3,18-25,25-50K,10.0,Very Low,Non-Default,0,0.6,0.1326,Very Low
26,54000,MORTGAGE,10.0,MEDICAL,A,8500,5.42,1,0.16,N,3,26-35,50-75K,15.74,Low,Default,0,0.33,0.2029,Low
23,60000,MORTGAGE,6.0,EDUCATION,C,7000,12.99,0,0.12,Y,2,18-25,50-75K,11.67,Low,Non-Default,1,0.33,0.2658,Low
22,44004,RENT,2.0,DEBTCONSOLIDATION,A,5000,8.9,0,0.11,N,3,18-25,25-50K,11.36,Low,Non-Default,0,0.6,0.1909,Very Low
22,107000,MORTGAGE,6.0,HOMEIMPROVEMENT,E,24000,19.69,1,0.22,Y,4,18-25,100-150K,22.43,Moderate,Default,1,0.8,0.6916,High
23,25800,RENT,2.0,PERSONAL,C,6000,13.48,0,0.23,Y,4,18-25,25-50K,23.26,Moderate,Non-Default,1,0.67,0.3674,Low
24,90000,RENT,8.0,PERSONAL,B,10000,10.99,0,0.11,N,4,18-25,75-100K,11.11,Low,Non-Default,0,0.57,0.1468,Very Low
24,21600,RENT,4.0,EDUCATION,B,10000,9.91,1,0.46,N,3,18-25,<25K,46.3,Very High,Default,0,0.43,0.9909,Very High
26,59000,RENT,3.0,EDUCATION,C,20000,13.48,1,0.34,N,2,26-35,50-75K,33.9,High,Default,0,0.22,0.98,Very High
26,130000,MORTGAGE,5.0,EDUCATION,D,35000,18.25,0,0.27,N,3,26-35,100-150K,26.92,Moderate,Non-Default,0,0.33,0.5577,Moderate
26,84000,RENT,7.0,DEBTCONSOLIDATION,D,15000,16.0,1,0.18,Y,2,26-35,75-100K,17.86,Low,Default,1,0.22,0.9324,Very High
23,108366,RENT,7.0,HOMEIMPROVEMENT,F,35000,20.25,1,0.32,N,2,18-25,100-150K,32.3,High,Default,0,0.33,0.9284,Very High
22,64000,RENT,5.0,DEBTCONSOLIDATION,A,6600,8.9,0,0.1,N,4,18-25,50-75K,10.31,Very Low,Non-Default,0,0.8,0.132,Very Low
23,40000,RENT,7.0,VENTURE,B,10000,10.36,0,0.25,N,3,18-25,25-50K,25.0,Moderate,Non-Default,0,0.5,0.0836,Very Low
25,63128,RENT,4.0,VENTURE,A,1500,7.49,0,0.02,N,2,18-25,50-75K,2.38,Very Low,Non-Default,0,0.25,0.0437,Very Low
26,48000,RENT,1.0,EDUCATION,E,15000,18.64,1,0.31,N,3,26-35,25-50K,31.25,High,Default,0,0.33,0.9909,Very High
25,56000,MORTGAGE,4.0,PERSONAL,A,5000,5.42,0,0.09,N,4,18-25,50-75K,8.93,Very Low,Non-Default,0,0.5,0.12,Very Low
25,100000,MORTGAGE,9.0,PERSONAL,B,17600,10.59,0,0.18,N,3,18-25,75-100K,17.6,Low,Non-Default,0,0.38,0.1421,Very Low
26,80000,MORTGAGE,0.0,VENTURE,A,6300,5.79,0,0.08,N,4,26-35,75-100K,7.88,Very Low,Non-Default,0,0.44,0.0137,Very Low
24,425000,MORTGAGE,8.0,EDUCATION,A,10000,7.88,0,0.02,N,3,18-25,150K+,2.35,Very Low,Non-Default,0,0.43,0.0592,Very Low
24,55680,MORTGAGE,4.0,PERSONAL,B,7875,10.65,0,0.14,N,3,18-25,50-75K,14.14,Low,Non-Default,0,0.43,0.2364,Low
24,140300,MORTGAGE,6.0,MEDICAL,B,6000,11.14,0,0.04,N,3,18-25,100-150K,4.28,Very Low,Non-Default,0,0.43,0.1393,Very Low
22,36000,MORTGAGE,3.0,DEBTCONSOLIDATION,A,5250,7.49,0,0.15,N,2,18-25,25-50K,14.58,Low,Non-Default,0,0.4,0.2091,Low
25,34000,RENT,10.0,DEBTCONSOLIDATION,B,20000,8.88,1,0.59,N,2,18-25,25-50K,58.82,Very High,Default,0,0.25,0.9808,Very High
25,79404,OTHER,0.0,VENTURE,D,20000,15.05,0,0.25,N,3,18-25,75-100K,25.19,Moderate,Non-Default,0,0.38,0.4734,Moderate
25,69000,RENT,3.0,DEBTCONSOLIDATION,D,10000,14.09,1,0.14,Y,2,18-25,50-75K,14.49,Low,Default,1,0.25,0.8755,Very High
21,30000,RENT,2.0,MEDICAL,D,5000,14.96,1,0.17,Y,4,18-25,25-50K,16.67,Low,Default,1,1.0,0.986,Very High
22,60000,RENT,0.0,EDUCATION,A,6025,7.49,0,0.1,N,4,18-25,50-75K,10.04,Very Low,Non-Default,0,0.8,0.0976,Very Low
24,29232,MORTGAGE,1.0,VENTURE,B,11000,11.71,0,0.38,N,2,18-25,25-50K,37.63,High,Non-Default,0,0.29,0.4617,Moderate
23,37500,RENT,0.0,PERSONAL,A,1800,8.94,0,0.05,N,2,18-25,25-50K,4.8,Very Low,Non-Default,0,0.33,0.2311,Low
22,59000,RENT,2.0,DEBTCONSOLIDATION,B,11000,10.74,0,0.19,N,3,18-25,50-75K,18.64,Low,Non-Default,0,0.6,0.1971,Very Low
23,32388,MORTGAGE,0.0,VENTURE,B,6000,10.71,0,0.19,N,4,18-25,25-50K,18.53,Low,Non-Default,0,0.67,0.1027,Very Low
23,48000,RENT,1.0,VENTURE,C,10000,12.84,0,0.21,Y,3,18-25,25-50K,20.83,Moderate,Non-Default,1,0.5,0.1881,Very Low
22,36600,MORTGAGE,2.0,VENTURE,A,9950,7.29,0,0.27,N,3,18-25,25-50K,27.19,Moderate,Non-Default,0,0.6,0.0623,Very Low
25,45000,MORTGAGE,5.0,EDUCATION,B,3800,10.65,0,0.08,N,3,18-25,25-50K,8.44,Very Low,Non-Default,0,0.38,0.2835,Low
23,100000,MORTGAGE,0.0,DEBTCONSOLIDATION,A,7000,8.59,0,0.07,N,4,18-25,75-100K,7.0,Very Low,Non-Default,0,0.67,0.1031,Very Low
25,29000,RENT,2.0,MEDICAL,C,2500,12.84,1,0.09,Y,4,18-25,25-50K,8.62,Very Low,Default,1,0.5,0.4337,Moderate
22,12000,RENT,0.0,MEDICAL,A,6700,7.66,1,0.56,N,4,18-25,<25K,55.83,Very High,Default,0,0.8,0.9956,Very High
26,70000,RENT,2.0,DEBTCONSOLIDATION,B,10000,9.45,0,0.14,N,3,26-35,50-75K,14.29,Low,Non-Default,0,0.33,0.1169,Very Low
22,70800,RENT,6.0,EDUCATION,C,10000,12.61,0,0.14,N,2,18-25,50-75K,14.12,Low,Non-Default,0,0.4,0.2008,Low
24,30000,RENT,2.0,MEDICAL,A,3000,6.03,0,0.1,N,4,18-25,25-50K,10.0,Very Low,Non-Default,0,0.57,0.2203,Low
26,24500,RENT,4.0,EDUCATION,B,8875,10.0,1,0.36,N,3,26-35,<25K,36.22,High,Default,0,0.33,0.9936,Very High
23,40000,RENT,5.0,DEBTCONSOLIDATION,B,2000,11.71,0,0.05,N,4,18-25,25-50K,5.0,Very Low,Non-Default,0,0.67,0.2661,Low
25,174000,MORTGAGE,2.0,EDUCATION,C,8800,14.27,0,0.05,N,4,18-25,150K+,5.06,Very Low,Non-Default,0,0.5,0.1546,Very Low
26,72600,MORTGAGE,3.0,VENTURE,A,4500,7.74,0,0.06,N,3,26-35,50-75K,6.2,Very Low,Non-Default,0,0.33,0.022,Very Low
26,75000,RENT,5.0,PERSONAL,A,20000,6.91,0,0.27,N,2,26-35,50-75K,26.67,Moderate,Non-Default,0,0.22,0.1156,Very Low
25,42000,RENT,2.0,VENTURE,B,2000,9.25,0,0.05,N,3,18-25,25-50K,4.76,Very Low,Non-Default,0,0.38,0.0657,Very Low
22,89250,MORTGAGE,6.0,MEDICAL,D,7500,13.24,1,0.07,Y,2,18-25,75-100K,8.4,Very Low,Default,1,0.4,0.5827,Moderate
21,12000,RENT,0.0,PERSONAL,C,2200,13.48,1,0.18,N,4,18-25,<25K,18.33,Low,Default,0,1.0,0.924,Very High
23,57600,MORTGAGE,0.0,EDUCATION,B,1000,10.99,0,0.02,N,2,18-25,50-75K,1.74,Very Low,Non-Default,0,0.33,0.2864,Low
23,50000,MORTGAGE,6.0,VENTURE,B,17000,12.42,0,0.34,N,4,18-25,25-50K,34.0,High,Non-Default,0,0.67,0.2154,Low
25,70000,MORTGAGE,6.0,HOMEIMPROVEMENT,B,12000,10.37,0,0.17,N,4,18-25,50-75K,17.14,Low,Non-Default,0,0.5,0.2122,Low
21,30000,RENT,1.0,VENTURE,C,6000,13.16,1,0.2,N,4,18-25,25-50K,20.0,Low,Default,0,1.0,0.4661,Moderate
22,100000,MORTGAGE,3.0,EDUCATION,B,12000,11.11,0,0.12,N,4,18-25,75-100K,12.0,Low,Non-Default,0,0.8,0.1403,Very Low
22,33300,RENT,0.0,MEDICAL,B,13250,10.99,1,0.4,N,3,18-25,25-50K,39.79,High,Default,0,0.6,0.9892,Very High
23,19200,OWN,4.0,HOMEIMPROVEMENT,A,6000,6.54,1,0.31,N,4,18-25,<25K,31.25,High,Default,0,0.67,0.9725,Very High
25,41000,RENT,3.0,PERSONAL,B,8000,10.99,0,0.2,N,2,18-25,25-50K,19.51,Low,Non-Default,0,0.25,0.2188,Low
24,55000,MORTGAGE,8.0,HOMEIMPROVEMENT,A,10000,5.79,0,0.18,N,2,18-25,50-75K,18.18,Low,Non-Default,0,0.29,0.1536,Very Low
24,35000,MORTGAGE,6.0,VENTURE,B,8575,10.65,0,0.24,N,3,18-25,25-50K,24.5,Moderate,Non-Default,0,0.43,0.0664,Very Low
21,62000,MORTGAGE,2.0,PERSONAL,A,6000,7.51,0,0.1,N,4,18-25,50-75K,9.68,Very Low,Non-Default,0,1.0,0.09,Very Low
23,54000,MORTGAGE,4.0,PERSONAL,B,5000,9.99,0,0.09,N,2,18-25,50-75K,9.26,Very Low,Non-Default,0,0.33,0.2753,Low
22,10800,RENT,4.0,MEDICAL,C,3600,12.23,1,0.33,Y,3,18-25,<25K,33.33,High,Default,1,0.6,0.9902,Very High
23,70000,OWN,0.0,VENTURE,B,3600,10.59,0,0.05,N,4,18-25,50-75K,5.14,Very Low,Non-Default,0,0.67,0.0312,Very Low
23,100000,MORTGAGE,7.0,VENTURE,B,25000,11.71,0,0.25,N,4,18-25,75-100K,25.0,Moderate,Non-Default,0,0.67,0.0492,Very Low
21,13806,RENT,6.0,EDUCATION,C,4750,12.73,1,0.34,Y,2,18-25,<25K,34.41,High,Default,1,0.5,0.988,Very High
23,69743,MORTGAGE,7.0,VENTURE,D,1000,14.11,0,0.01,N,2,18-25,50-75K,1.43,Very Low,Non-Default,0,0.33,0.3821,Low
23,41000,RENT,7.0,EDUCATION,A,4700,7.9,0,0.11,N,4,18-25,25-50K,11.46,Low,Non-Default,0,0.67,0.1969,Very Low
23,55000,MORTGAGE,5.0,MEDICAL,C,8000,13.85,0,0.15,Y,2,18-25,50-75K,14.55,Low,Non-Default,1,0.33,0.3223,Low
25,140000,MORTGAGE,9.0,PERSONAL,B,35000,10.59,0,0.25,N,4,18-25,100-150K,25.0,Moderate,Non-Default,0,0.5,0.1316,Very Low
23,43000,MORTGAGE,1.0,EDUCATION,A,9000,9.63,0,0.21,N,2,18-25,25-50K,20.93,Moderate,Non-Default,0,0.33,0.2121,Low
22,31200,RENT,1.0,EDUCATION,B,3200,11.99,0,0.1,N,4,18-25,25-50K,10.26,Very Low,Non-Default,0,0.8,0.4331,Moderate
23,46852,RENT,3.0,EDUCATION,B,6800,10.65,1,0.15,N,4,18-25,25-50K,14.51,Low,Default,0,0.67,0.2244,Low
21,39900,RENT,3.0,EDUCATION,B,6000,11.49,0,0.15,N,2,18-25,25-50K,15.04,Low,Non-Default,0,0.5,0.2754,Low
26,59000,RENT,3.0,MEDICAL,D,12000,15.31,1,0.2,N,4,26-35,50-75K,20.34,Low,Default,0,0.44,0.8143,Very High
22,67500,RENT,1.0,VENTURE,B,7500,9.76,0,0.11,N,3,18-25,50-75K,11.11,Low,Non-Default,0,0.6,0.0412,Very Low
21,23000,MORTGAGE,2.0,DEBTCONSOLIDATION,A,7000,8.9,0,0.3,N,4,18-25,<25K,30.43,Moderate,Non-Default,0,1.0,0.2269,Low
24,30000,RENT,6.0,DEBTCONSOLIDATION,A,6000,7.51,0,0.2,N,3,18-25,25-50K,20.0,Low,Non-Default,0,0.43,0.363,Low
22,50000,MORTGAGE,6.0,VENTURE,B,10000,9.88,0,0.2,N,4,18-25,25-50K,20.0,Low,Non-Default,0,0.8,0.0536,Very Low
24,34900,RENT,3.0,VENTURE,B,5000,11.49,0,0.14,N,3,18-25,25-50K,14.33,Low,Non-Default,0,0.43,0.1584,Very Low
21,18000,RENT,1.0,VENTURE,A,3200,8.49,1,0.18,N,2,18-25,<25K,17.78,Low,Default,0,0.5,0.9427,Very High
25,98000,OWN,0.0,HOMEIMPROVEMENT,A,2000,7.37,0,0.02,N,3,18-25,75-100K,2.04,Very Low,Non-Default,0,0.38,0.073,Very Low
23,51996,RENT,7.0,PERSONAL,C,4000,13.98,0,0.08,Y,2,18-25,50-75K,7.69,Very Low,Non-Default,1,0.33,0.3202,Low
23,33000,RENT,5.0,VENTURE,D,4800,14.54,0,0.15,N,4,18-25,25-50K,14.55,Low,Non-Default,0,0.67,0.6247,High
24,112000,MORTGAGE,8.0,PERSONAL,A,3500,5.42,0,0.03,N,4,18-25,100-150K,3.12,Very Low,Non-Default,0,0.57,0.05,Very Low
23,32000,RENT,0.0,EDUCATION,A,4000,7.68,0,0.13,N,3,18-25,25-50K,12.5,Low,Non-Default,0,0.5,0.2842,Low
26,67983,MORTGAGE,7.0,MEDICAL,D,15000,16.49,1,0.19,N,3,26-35,50-75K,22.06,Low,Default,0,0.33,0.8399,Very High
24,45792,RENT,3.0,PERSONAL,B,17000,10.38,1,0.37,N,3,18-25,25-50K,37.12,High,Default,0,0.43,0.9887,Very High
25,56004,RENT,3.0,PERSONAL,C,7000,14.22,0,0.12,N,4,18-25,50-75K,12.5,Low,Non-Default,0,0.5,0.2696,Low
25,35000,OWN,9.0,VENTURE,C,4000,13.11,0,0.11,N,4,18-25,25-50K,11.43,Low,Non-Default,0,0.5,0.1713,Very Low
25,30000,RENT,6.0,MEDICAL,B,4000,9.76,0,0.13,N,3,18-25,25-50K,13.33,Low,Non-Default,0,0.38,0.3566,Low
23,92000,MORTGAGE,7.0,EDUCATION,C,18000,12.68,0,0.2,N,2,18-25,75-100K,19.57,Low,Non-Default,0,0.33,0.1912,Very Low
24,56100,RENT,4.0,MEDICAL,D,20000,14.74,1,0.3,Y,4,18-25,50-75K,35.65,Moderate,Default,1,0.57,0.8919,Very High
23,69996,RENT,7.0,DEBTCONSOLIDATION,C,5600,13.11,0,0.08,N,4,18-25,50-75K,8.0,Very Low,Non-Default,0,0.67,0.2159,Low
23,37000,MORTGAGE,3.0,MEDICAL,D,3600,15.62,1,0.1,N,4,18-25,25-50K,9.73,Very Low,Default,0,0.67,0.8696,Very High
24,62000,MORTGAGE,7.0,PERSONAL,A,6200,7.49,0,0.1,N,2,18-25,50-75K,10.0,Very Low,Non-Default,0,0.29,0.1003,Very Low
23,60000,RENT,2.0,VENTURE,A,9000,6.17,0,0.15,N,2,18-25,50-75K,15.0,Low,Non-Default,0,0.33,0.0216,Very Low
23,32000,RENT,0.0,MEDICAL,C,8500,13.16,0,0.27,Y,4,18-25,25-50K,26.56,Moderate,Non-Default,1,0.67,0.4972,Moderate
24,42000,RENT,0.0,MEDICAL,A,12000,7.66,0,0.29,N,2,18-25,25-50K,28.57,Moderate,Non-Default,0,0.29,0.1365,Very Low
24,80000,MORTGAGE,8.0,VENTURE,D,5000,15.62,0,0.06,N,2,18-25,75-100K,6.25,Very Low,Non-Default,0,0.29,0.3622,Low
25,77000,MORTGAGE,1.0,DEBTCONSOLIDATION,F,7200,18.53,1,0.09,N,2,18-25,75-100K,9.35,Very Low,Default,0,0.25,0.9364,Very High
24,62500,MORTGAGE,2.0,EDUCATION,A,6000,5.79,0,0.1,N,3,18-25,50-75K,9.6,Very Low,Non-Default,0,0.43,0.0758,Very Low
25,63600,MORTGAGE,9.0,DEBTCONSOLIDATION,B,7000,11.49,1,0.11,N,4,18-25,50-75K,11.01,Low,Default,0,0.5,0.2432,Low
22,19200,MORTGAGE,3.0,EDUCATION,D,5000,15.33,1,0.26,Y,2,18-25,<25K,26.04,Moderate,Default,1,0.4,0.8255,Very High
22,89000,MORTGAGE,6.0,VENTURE,C,16000,13.22,0,0.18,N,2,18-25,75-100K,17.98,Low,Non-Default,0,0.4,0.1361,Very Low
24,80000,MORTGAGE,6.0,EDUCATION,A,16000,7.88,0,0.2,N,3,18-25,75-100K,20.0,Low,Non-Default,0,0.43,0.0842,Very Low
24,59000,MORTGAGE,3.0,EDUCATION,C,6800,12.53,1,0.12,N,2,18-25,50-75K,11.53,Low,Default,0,0.29,0.3186,Low
25,34000,RENT,0.0,EDUCATION,C,10000,13.79,1,0.29,Y,2,18-25,25-50K,29.41,Moderate,Default,1,0.25,0.5723,Moderate
22,50000,OWN,3.0,VENTURE,A,6000,8.94,0,0.12,N,4,18-25,25-50K,12.0,Low,Non-Default,0,0.8,0.0222,Very Low
24,30000,RENT,0.0,PERSONAL,E,10000,19.29,1,0.33,N,3,18-25,25-50K,33.33,High,Default,0,0.43,0.9956,Very High
24,46000,RENT,0.0,PERSONAL,D,5975,14.46,1,0.13,Y,4,18-25,25-50K,12.99,Low,Default,1,0.57,0.9721,Very High
25,80000,RENT,0.0,VENTURE,B,16000,9.88,0,0.2,N,2,18-25,75-100K,20.0,Low,Non-Default,0,0.25,0.0518,Very Low
24,89772,RENT,8.0,DEBTCONSOLIDATION,C,6000,13.92,0,0.07,Y,3,18-25,75-100K,6.68,Very Low,Non-Default,1,0.43,0.1875,Very Low
25,33000,MORTGAGE,9.0,VENTURE,B,3000,11.99,0,0.09,N,3,18-25,25-50K,9.09,Very Low,Non-Default,0,0.38,0.1424,Very Low
23,54000,RENT,7.0,EDUCATION,B,1500,9.62,0,0.03,N,4,18-25,50-75K,2.78,Very Low,Non-Default,0,0.67,0.225,Low
22,30000,RENT,4.0,MEDICAL,C,6500,13.85,0,0.22,N,3,18-25,25-50K,21.67,Moderate,Non-Default,0,0.6,0.4555,Moderate
24,70000,RENT,4.0,VENTURE,C,14400,12.68,0,0.21,N,4,18-25,50-75K,20.57,Moderate,Non-Default,0,0.57,0.1703,Very Low
23,96000,RENT,7.0,EDUCATION,B,10000,10.65,0,0.1,N,3,18-25,75-100K,10.42,Very Low,Non-Default,0,0.5,0.1474,Very Low
22,39000,MORTGAGE,6.0,EDUCATION,A,7000,8.94,1,0.18,N,3,18-25,25-50K,17.95,Low,Default,0,0.6,0.3013,Low
26,105000,MORTGAGE,11.0,MEDICAL,A,5000,8.49,0,0.05,N,4,26-35,100-150K,4.76,Very Low,Non-Default,0,0.44,0.1501,Very Low
22,56000,RENT,6.0,EDUCATION,E,18250,16.7,1,0.33,N,3,18-25,50-75K,32.59,High,Default,0,0.6,0.9796,Very High
23,100000,RENT,4.0,EDUCATION,B,4150,10.65,0,0.04,N,4,18-25,75-100K,4.15,Very Low,Non-Default,0,0.67,0.1787,Very Low
22,48000,RENT,0.0,EDUCATION,A,1000,7.29,0,0.02,N,4,18-25,25-50K,2.08,Very Low,Non-Default,0,0.8,0.1479,Very Low
21,39900,RENT,0.0,EDUCATION,A,12000,7.9,0,0.3,N,4,18-25,25-50K,30.08,Moderate,Non-Default,0,1.0,0.1846,Very Low
22,19008,OWN,4.0,VENTURE,A,12000,5.42,1,0.63,N,2,18-25,<25K,63.13,Very High,Default,0,0.4,0.8597,Very High
25,30000,RENT,2.0,MEDICAL,B,2000,10.38,0,0.07,N,3,18-25,25-50K,6.67,Very Low,Non-Default,0,0.38,0.3685,Low
25,96000,RENT,3.0,DEBTCONSOLIDATION,B,12000,11.99,0,0.13,N,3,18-25,75-100K,12.5,Low,Non-Default,0,0.38,0.129,Very Low
25,101424,RENT,6.0,PERSONAL,A,2000,7.29,0,0.02,N,3,18-25,100-150K,1.97,Very Low,Non-Default,0,0.38,0.1045,Very Low
26,26400,MORTGAGE,10.0,DEBTCONSOLIDATION,C,8500,13.23,0,0.32,N,4,26-35,25-50K,32.2,High,Non-Default,0,0.44,0.5934,Moderate
24,29200,MORTGAGE,6.0,DEBTCONSOLIDATION,A,2500,6.76,0,0.09,N,2,18-25,25-50K,8.56,Very Low,Non-Default,0,0.29,0.3382,Low
25,44000,RENT,2.0,PERSONAL,D,10000,15.65,1,0.23,N,2,18-25,25-50K,22.73,Moderate,Default,0,0.25,0.9657,Very High
25,45000,RENT,2.0,EDUCATION,A,11250,9.38,0,0.25,N,4,18-25,25-50K,25.0,Moderate,Non-Default,0,0.5,0.1589,Very Low
24,56000,MORTGAGE,8.0,DEBTCONSOLIDATION,E,20000,16.7,1,0.36,Y,4,18-25,50-75K,35.71,High,Default,1,0.57,0.9104,Very High
22,33000,RENT,1.0,EDUCATION,B,5000,10.25,0,0.15,N,2,18-25,25-50K,15.15,Low,Non-Default,0,0.4,0.401,Moderate
24,70000,MORTGAGE,8.0,DEBTCONSOLIDATION,B,25000,9.62,0,0.36,N,4,18-25,50-75K,35.71,High,Non-Default,0,0.57,0.1921,Very Low
23,68000,MORTGAGE,5.0,MEDICAL,B,11500,9.99,0,0.17,N,2,18-25,50-75K,16.91,Low,Non-Default,0,0.33,0.2041,Low
22,37200,RENT,2.0,EDUCATION,A,10000,6.92,0,0.27,N,2,18-25,25-50K,26.88,Moderate,Non-Default,0,0.4,0.2021,Low
22,25200,RENT,7.0,DEBTCONSOLIDATION,D,7500,14.96,1,0.3,N,3,18-25,25-50K,29.76,Moderate,Default,0,0.6,0.9316,Very High
24,62400,RENT,8.0,EDUCATION,B,15000,9.45,0,0.24,N,2,18-25,50-75K,24.04,Moderate,Non-Default,0,0.29,0.2031,Low
26,40000,RENT,11.0,PERSONAL,B,5000,9.91,0,0.13,N,3,26-35,25-50K,12.5,Low,Non-Default,0,0.33,0.236,Low
25,80004,RENT,9.0,VENTURE,C,20000,14.26,0,0.25,N,2,18-25,75-100K,25.0,Moderate,Non-Default,0,0.25,0.2306,Low
23,55000,RENT,7.0,MEDICAL,B,4200,9.91,0,0.08,N,4,18-25,50-75K,7.64,Very Low,Non-Default,0,0.67,0.2639,Low
25,100000,RENT,2.0,HOMEIMPROVEMENT,D,21000,16.49,1,0.21,Y,3,18-25,75-100K,21.0,Moderate,Default,1,0.38,0.9461,Very High
22,50004,RENT,2.0,EDUCATION,A,4000,6.92,0,0.08,N,4,18-25,50-75K,8.0,Very Low,Non-Default,0,0.8,0.1302,Very Low
21,38400,RENT,5.0,EDUCATION,B,5000,10.59,0,0.13,N,3,18-25,25-50K,13.02,Low,Non-Default,0,0.75,0.2794,Low
24,61400,RENT,1.0,DEBTCONSOLIDATION,C,12250,12.23,0,0.2,Y,2,18-25,50-75K,19.95,Low,Non-Default,1,0.29,0.1936,Very Low
23,53664,MORTGAGE,7.0,DEBTCONSOLIDATION,B,15000,10.75,0,0.28,N,2,18-25,50-75K,27.95,Moderate,Non-Default,0,0.33,0.2791,Low
22,62000,RENT,0.0,MEDICAL,C,8400,13.47,0,0.14,N,3,18-25,50-75K,13.55,Low,Non-Default,0,0.6,0.2,Very Low
22,35325,RENT,2.0,EDUCATION,D,6500,15.95,1,0.18,N,3,18-25,25-50K,18.4,Low,Default,0,0.6,0.9621,Very High
25,45600,MORTGAGE,7.0,EDUCATION,C,13000,12.99,0,0.29,N,2,18-25,25-50K,28.51,Moderate,Non-Default,0,0.25,0.2988,Low
21,47500,RENT,2.0,EDUCATION,B,7500,10.99,0,0.16,N,3,18-25,25-50K,15.79,Low,Non-Default,0,0.75,0.2132,Low
23,58000,RENT,4.0,EDUCATION,B,8000,10.37,0,0.14,N,2,18-25,50-75K,13.79,Low,Non-Default,0,0.33,0.2119,Low
22,60000,MORTGAGE,6.0,MEDICAL,A,7000,7.14,0,0.12,N,3,18-25,50-75K,11.67,Low,Non-Default,0,0.6,0.0929,Very Low
22,41604,OWN,1.0,EDUCATION,B,14400,10.99,0,0.35,N,4,18-25,25-50K,34.61,High,Non-Default,0,0.8,0.1732,Very Low
23,75000,RENT,0.0,VENTURE,B,10000,11.49,0,0.13,N,4,18-25,50-75K,13.33,Low,Non-Default,0,0.67,0.0549,Very Low
26,62500,RENT,7.0,MEDICAL,C,12000,12.23,0,0.19,Y,4,26-35,50-75K,19.2,Low,Non-Default,1,0.44,0.2331,Low
22,33685,MORTGAGE,6.0,DEBTCONSOLIDATION,C,5000,13.85,0,0.15,N,3,18-25,25-50K,14.84,Low,Non-Default,0,0.6,0.4523,Moderate
23,78000,RENT,7.0,MEDICAL,B,20000,10.99,0,0.26,N,4,18-25,75-100K,25.64,Moderate,Non-Default,0,0.67,0.2224,Low
21,98000,MORTGAGE,5.0,DEBTCONSOLIDATION,B,6000,10.59,0,0.06,N,4,18-25,75-100K,6.12,Very Low,Non-Default,0,1.0,0.1426,Very Low
23,85596,MORTGAGE,5.0,VENTURE,B,6000,10.0,0,0.07,N,2,18-25,75-100K,7.01,Very Low,Non-Default,0,0.33,0.0422,Very Low
24,45000,RENT,1.0,DEBTCONSOLIDATION,B,12000,10.99,0,0.27,N,3,18-25,25-50K,26.67,Moderate,Non-Default,0,0.43,0.2036,Low
23,33359,RENT,2.0,MEDICAL,A,9000,7.49,1,0.27,N,4,18-25,25-50K,26.98,Moderate,Default,0,0.67,0.3599,Low
